Table S2. Movement Data for GPS-Instrumented Stones on Racetrack Playa,,,,,,,,,,,,,,,,
Death Valley National Park,,,,,,,,,,,,,,,,
Stone Name: EOS; Location Designation: A3;  Mass: 16.6 Kg,,,,,,Stone Name: MAIA; Location Designation: A6;  Mass: 8.2 Kg,,,,,,Stone Name: FREYA; Location Designation: A11;  Mass: 15.4 Kg,,,,
"""Date""","""Time(UTC)""","""Lat(deg)""","""Long(deg)""","""Velocity(m/min)""",,"""Date"""," ""Time (UTC)"""," ""Lat (deg)"""," ""Long (deg)""",Velocity (m/min),,Date," ""Time (UTC)"""," ""Lat (deg)"""," ""Long (deg)""",Velocity (m/min)
12/4/13,19:23:57,36.6739356,-117.5527427,0.113364,,12/4/13,19:23:51,36.6746753,-117.5542565,0.106871,,12/20/2013,19:56:02,36.6761372,-117.5552847,0.084302
12/4/13,19:23:58,36.6739356,-117.5527426,0.099013,,12/4/13,19:23:52,36.6746753,-117.5542565,0.092439,,12/20/2013,19:56:03,36.6761371,-117.5552847,0.084302
12/4/13,19:23:59,36.6739356,-117.5527426,0.113364,,12/4/13,19:23:53,36.6746753,-117.5542564,0.099013,,12/20/2013,19:56:04,36.6761371,-117.5552847,0.049937
12/4/13,19:24:00,36.6739356,-117.5527426,0.10767,,12/4/13,19:23:54,36.6746753,-117.5542564,0.073282,,12/20/2013,19:56:05,36.676137,-117.5552846,0.051706
12/4/13,19:24:01,36.6739356,-117.5527426,0.106871,,12/4/13,19:23:55,36.6746752,-117.5542564,0.085497,,12/20/2013,19:56:06,36.676137,-117.5552846,0.03589
12/4/13,19:24:02,36.6739357,-117.5527425,0.094487,,12/4/13,19:23:56,36.6746753,-117.5542564,0.073282,,12/20/2013,19:56:07,36.6761369,-117.5552846,0.016646
12/4/13,19:24:03,36.6739358,-117.5527425,0.085497,,12/4/13,19:23:57,36.6746752,-117.5542564,0.063125,,12/20/2013,19:56:08,36.6761369,-117.5552845,0.021374
12/4/13,19:24:04,36.6739358,-117.5527425,0.085497,,12/4/13,19:23:58,36.6746752,-117.5542564,0.063125,,12/20/2013,19:56:09,36.6761369,-117.5552844,0
12/4/13,19:24:05,36.6739358,-117.5527425,0.106871,,12/4/13,19:23:59,36.6746752,-117.5542564,0.056156,,12/20/2013,19:56:10,36.6761368,-117.5552844,0.016646
12/4/13,19:24:06,36.6739358,-117.5527424,0.094487,,12/4/13,19:24:00,36.6746752,-117.5542564,0.056156,,12/20/2013,19:56:11,36.6761368,-117.5552844,0.03589
12/4/13,19:24:07,36.6739358,-117.5527424,0.083596,,12/4/13,19:24:01,36.6746752,-117.5542564,0.053633,,12/20/2013,19:56:12,36.6761367,-117.5552844,0.033291
12/4/13,19:24:08,36.6739359,-117.5527424,0.083596,,12/4/13,19:24:02,36.6746751,-117.5542564,0.053633,,12/20/2013,19:56:13,36.6761367,-117.5552843,0.033291
12/4/13,19:24:09,36.6739359,-117.5527424,0.094688,,12/4/13,19:24:03,36.6746751,-117.5542564,0.053633,,12/20/2013,19:56:14,36.6761367,-117.5552843,0.051706
12/4/13,19:24:10,36.6739359,-117.5527423,0.104429,,12/4/13,19:24:04,36.6746751,-117.5542564,0.040225,,12/20/2013,19:56:15,36.6761366,-117.5552842,0.052214
12/4/13,19:24:11,36.6739359,-117.5527423,0.087065,,12/4/13,19:24:05,36.6746751,-117.5542564,0.053633,,12/20/2013,19:56:16,36.6761367,-117.5552841,0.083596
12/4/13,19:24:12,36.673936,-117.5527423,0.082153,,12/4/13,19:24:06,36.6746751,-117.5542565,0.043533,,12/20/2013,19:56:17,36.6761367,-117.555284,0.083596
12/4/13,19:24:13,36.6739361,-117.5527423,0.095322,,12/4/13,19:24:07,36.6746751,-117.5542564,0.063125,,12/20/2013,19:56:18,36.6761367,-117.555284,0.094688
12/4/13,19:24:14,36.6739361,-117.5527422,0.107265,,12/4/13,19:24:08,36.674675,-117.5542565,0.063125,,12/20/2013,19:56:19,36.6761367,-117.555284,0.106315
12/4/13,19:24:15,36.6739361,-117.5527421,0.135111,,12/4/13,19:24:09,36.674675,-117.5542565,0.063125,,12/20/2013,19:56:20,36.6761367,-117.5552839,0.130598
12/4/13,19:24:16,36.6739361,-117.552742,0.135111,,12/4/13,19:24:10,36.674675,-117.5542565,0.052214,,12/20/2013,19:56:21,36.6761367,-117.5552838,0.149704
12/4/13,19:24:17,36.6739361,-117.5527419,0.155715,,12/4/13,19:24:11,36.674675,-117.5542565,0.052214,,12/20/2013,19:56:22,36.6761367,-117.5552837,0.155715
12/4/13,19:24:18,36.6739362,-117.5527418,0.155715,,12/4/13,19:24:12,36.674675,-117.5542565,0.056682,,12/20/2013,19:56:23,36.6761368,-117.5552836,0.155715
12/4/13,19:24:19,36.6739362,-117.5527418,0.18659,,12/4/13,19:24:13,36.6746749,-117.5542565,0.042749,,12/20/2013,19:56:24,36.6761368,-117.5552836,0.168469
12/4/13,19:24:20,36.6739362,-117.5527417,0.193157,,12/4/13,19:24:14,36.674675,-117.5542565,0.03589,,12/20/2013,19:56:25,36.6761368,-117.5552836,0.174131
12/4/13,19:24:21,36.6739363,-117.5527417,0.189376,,12/4/13,19:24:15,36.674675,-117.5542564,0.03589,,12/20/2013,19:56:26,36.6761367,-117.5552836,0.174131
12/4/13,19:24:22,36.6739363,-117.5527417,0.193157,,12/4/13,19:24:16,36.674675,-117.5542564,0.03589,,12/20/2013,19:56:27,36.6761367,-117.5552836,0.18659
12/4/13,19:24:23,36.6739363,-117.5527417,0.198658,,12/4/13,19:24:17,36.674675,-117.5542563,0.042749,,12/20/2013,19:56:28,36.6761367,-117.5552835,0.18659
12/4/13,19:24:24,36.6739364,-117.5527417,0.21023,,12/4/13,19:24:18,36.674675,-117.5542562,0.042749,,12/20/2013,19:56:29,36.6761367,-117.5552835,0.200892
12/4/13,19:24:25,36.6739366,-117.5527418,0.222399,,12/4/13,19:24:19,36.674675,-117.5542562,0.042749,,12/20/2013,19:56:30,36.6761366,-117.5552835,0.21263
12/4/13,19:24:26,36.6739367,-117.5527418,0.235117,,12/4/13,19:24:20,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:31,36.6761366,-117.5552835,0.224556
12/4/13,19:24:27,36.6739367,-117.5527418,0.235117,,12/4/13,19:24:21,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:32,36.6761366,-117.5552834,0.224556
12/4/13,19:24:28,36.6739367,-117.5527418,0.240577,,12/4/13,19:24:22,36.674675,-117.5542562,0.052214,,12/20/2013,19:56:33,36.6761366,-117.5552834,0.244132
12/4/13,19:24:29,36.6739368,-117.5527418,0.240577,,12/4/13,19:24:23,36.674675,-117.5542562,0.056156,,12/20/2013,19:56:34,36.6761366,-117.5552833,0.244132
12/4/13,19:24:30,36.6739368,-117.5527418,0.254567,,12/4/13,19:24:24,36.6746751,-117.5542561,0.073282,,12/20/2013,19:56:35,36.6761366,-117.5552833,0.23664
12/4/13,19:24:31,36.6739369,-117.5527418,0.262431,,12/4/13,19:24:25,36.674675,-117.5542561,0.064123,,12/20/2013,19:56:36,36.6761367,-117.5552833,0.23664
12/4/13,19:24:32,36.6739369,-117.5527419,0.262431,,12/4/13,19:24:26,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:37,36.6761367,-117.5552832,0.244132
12/4/13,19:24:33,36.6739369,-117.5527419,0.262431,,12/4/13,19:24:27,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:38,36.6761367,-117.5552832,0.255995
12/4/13,19:24:34,36.6739369,-117.5527419,0.235872,,12/4/13,19:24:28,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:39,36.6761367,-117.5552831,0.24886
12/4/13,19:24:35,36.6739369,-117.552742,0.251231,,12/4/13,19:24:29,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:40,36.6761367,-117.5552831,0.255295
12/4/13,19:24:36,36.673937,-117.552742,0.251231,,12/4/13,19:24:30,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:41,36.6761368,-117.555283,0.237465
12/4/13,19:24:37,36.673937,-117.552742,0.246536,,12/4/13,19:24:31,36.674675,-117.5542562,0.064123,,12/20/2013,19:56:42,36.6761368,-117.555283,0.233345
12/4/13,19:24:38,36.673937,-117.552742,0.246536,,12/4/13,19:24:32,36.674675,-117.5542562,0.056682,,12/20/2013,19:56:43,36.6761368,-117.555283,0.233345
12/4/13,19:24:39,36.673937,-117.552742,0.246536,,12/4/13,19:24:33,36.674675,-117.5542562,0.056682,,12/20/2013,19:56:44,36.6761368,-117.555283,0.215176
12/4/13,19:24:40,36.673937,-117.552742,0.262326,,12/4/13,19:24:34,36.674675,-117.5542562,0.042749,,12/20/2013,19:56:45,36.6761369,-117.555283,0.228546
12/4/13,19:24:41,36.6739371,-117.552742,0.242492,,12/4/13,19:24:35,36.674675,-117.5542562,0.056682,,12/20/2013,19:56:46,36.6761369,-117.5552829,0.215176
12/4/13,19:24:42,36.6739371,-117.552742,0.222942,,12/4/13,19:24:36,36.674675,-117.5542562,0.03589,,12/20/2013,19:56:47,36.676137,-117.555283,0.215176
12/4/13,19:24:43,36.6739371,-117.5527421,0.222942,,12/4/13,19:24:37,36.674675,-117.5542563,0.03589,,12/20/2013,19:56:48,36.676137,-117.5552829,0.20181
12/4/13,19:24:44,36.6739371,-117.5527421,0.222942,,12/4/13,19:24:38,36.674675,-117.5542563,0.03589,,12/20/2013,19:56:49,36.676137,-117.5552829,0.20723
12/4/13,19:24:45,36.6739371,-117.5527421,0.220101,,12/4/13,19:24:39,36.674675,-117.5542563,0.03589,,12/20/2013,19:56:50,36.6761371,-117.5552829,0.20723
12/4/13,19:24:46,36.6739371,-117.5527421,0.220101,,12/4/13,19:24:40,36.674675,-117.5542563,0.033291,,12/20/2013,19:56:51,36.6761371,-117.5552829,0.224626
12/4/13,19:24:47,36.6739371,-117.5527421,0.203759,,12/4/13,19:24:41,36.674675,-117.5542564,0.016646,,12/20/2013,19:56:52,36.6761371,-117.5552828,0.217663
12/4/13,19:24:48,36.6739371,-117.5527421,0.203759,,12/4/13,19:24:42,36.674675,-117.5542564,0.016646,,12/20/2013,19:56:53,36.6761372,-117.5552828,0.217663
12/4/13,19:24:49,36.6739371,-117.5527421,0.201541,,12/4/13,19:24:43,36.674675,-117.5542564,0.016646,,12/20/2013,19:56:54,36.6761372,-117.5552828,0.21263
12/4/13,19:24:50,36.6739371,-117.5527421,0.201541,,12/4/13,19:24:44,36.674675,-117.5542564,0.016646,,12/20/2013,19:56:55,36.6761372,-117.5552828,0.193157
12/4/13,19:24:51,36.6739371,-117.5527421,0.185056,,12/4/13,19:24:45,36.674675,-117.5542564,0.021374,,12/20/2013,19:56:56,36.6761372,-117.5552828,0.18115
12/4/13,19:24:52,36.6739371,-117.5527421,0.168604,,12/4/13,19:24:46,36.674675,-117.5542564,0.016646,,12/20/2013,19:56:57,36.6761372,-117.5552828,0.193157
12/4/13,19:24:53,36.6739371,-117.5527421,0.183593,,12/4/13,19:24:47,36.674675,-117.5542564,0.013408,,12/20/2013,19:56:58,36.6761372,-117.5552827,0.200892
12/4/13,19:24:54,36.6739372,-117.5527421,0.183593,,12/4/13,19:24:48,36.674675,-117.5542564,0.013408,,12/20/2013,19:56:59,36.6761373,-117.5552827,0.397132
12/4/13,19:24:55,36.6739372,-117.5527422,0.185056,,12/4/13,19:24:49,36.674675,-117.5542564,0.013408,,12/20/2013,19:57:00,36.6761373,-117.5552827,0.178124
12/4/13,19:24:56,36.6739372,-117.5527422,0.171249,,12/4/13,19:24:50,36.674675,-117.5542564,0.021374,,12/20/2013,19:57:01,36.6761373,-117.5552827,0.187963
12/4/13,19:24:57,36.6739371,-117.5527422,0.174884,,12/4/13,19:24:51,36.6746749,-117.5542564,0,,12/20/2013,19:57:02,36.6761374,-117.5552826,0.178124
12/4/13,19:24:58,36.6739372,-117.5527422,0.171249,,12/4/13,19:24:52,36.674675,-117.5542565,0.016646,,12/20/2013,19:57:03,36.6761374,-117.5552825,0.178124
12/4/13,19:24:59,36.6739372,-117.5527421,0.179451,,12/4/13,19:24:53,36.674675,-117.5542565,0,,12/20/2013,19:57:04,36.6761374,-117.5552825,0.189376
12/4/13,19:25:00,36.6739372,-117.5527422,0.164128,,12/4/13,19:24:54,36.674675,-117.5542565,0.013408,,12/20/2013,19:57:05,36.6761374,-117.5552824,0.226262
12/4/13,19:25:01,36.6739372,-117.5527422,0.164128,,12/4/13,19:24:55,36.674675,-117.5542565,0.013408,,12/20/2013,19:57:06,36.6761375,-117.5552823,0.226262
12/4/13,19:25:02,36.6739372,-117.5527422,0.164128,,12/4/13,19:24:56,36.674675,-117.5542565,0.026816,,12/20/2013,19:57:07,36.6761375,-117.5552823,0.226262
12/4/13,19:25:03,36.6739372,-117.5527422,0.143561,,12/4/13,19:24:57,36.674675,-117.5542565,0.040225,,12/20/2013,19:57:08,36.6761375,-117.5552822,0.236746
12/4/13,19:25:04,36.6739372,-117.5527421,0.10767,,12/4/13,19:24:58,36.674675,-117.5542565,0.040225,,12/20/2013,19:57:09,36.6761375,-117.5552821,0.226987
12/4/13,19:25:05,36.6739372,-117.5527421,0.092439,,12/4/13,19:24:59,36.674675,-117.5542565,0.040225,,12/20/2013,19:57:10,36.6761375,-117.5552821,0.238194
12/4/13,19:25:06,36.6739372,-117.5527421,0.092439,,12/4/13,19:25:00,36.674675,-117.5542565,0.026816,,12/20/2013,19:57:11,36.6761375,-117.555282,0.226987
12/4/13,19:25:07,36.6739372,-117.5527421,0.10767,,12/4/13,19:25:01,36.674675,-117.5542564,0.031563,,12/20/2013,19:57:12,36.6761375,-117.555282,0.218063
12/4/13,19:25:08,36.6739373,-117.5527421,0.092439,,12/4/13,19:25:02,36.6746751,-117.5542564,0.031563,,12/20/2013,19:57:13,36.6761376,-117.555282,0.218063
12/4/13,19:25:09,36.6739373,-117.5527421,0.092439,,12/4/13,19:25:03,36.6746751,-117.5542564,0.040225,,12/20/2013,19:57:14,36.6761376,-117.5552819,0.218063
12/4/13,19:25:10,36.6739373,-117.5527421,0.07779,,12/4/13,19:25:04,36.6746751,-117.5542564,0.043533,,12/20/2013,19:57:15,36.6761376,-117.5552819,0.226987
12/4/13,19:25:11,36.6739373,-117.5527421,0.07178,,12/4/13,19:25:05,36.6746751,-117.5542564,0.043533,,12/20/2013,19:57:16,36.6761376,-117.5552819,0.21603
12/4/13,19:25:12,36.6739373,-117.5527421,0.087442,,12/4/13,19:25:06,36.6746751,-117.5542565,0.031563,,12/20/2013,19:57:17,36.6761376,-117.5552819,0.226987
12/4/13,19:25:13,36.6739374,-117.5527421,0.084302,,12/4/13,19:25:07,36.6746751,-117.5542564,0.031563,,12/20/2013,19:57:18,36.6761376,-117.5552818,0.21603
12/4/13,19:25:14,36.6739374,-117.552742,0.083229,,12/4/13,19:25:08,36.6746751,-117.5542564,0.043533,,12/20/2013,19:57:19,36.6761376,-117.5552818,0.417746
12/4/13,19:25:15,36.6739374,-117.552742,0.083229,,12/4/13,19:25:09,36.6746751,-117.5542565,0.043533,,12/20/2013,19:57:20,36.6761376,-117.5552818,0.410549
12/4/13,19:25:16,36.6739375,-117.552742,0.083229,,12/4/13,19:25:10,36.6746751,-117.5542565,0.052214,,12/20/2013,19:57:21,36.6761376,-117.5552818,0.423128
12/4/13,19:25:17,36.6739375,-117.552742,0.10077,,12/4/13,19:25:11,36.6746752,-117.5542565,0.042749,,12/20/2013,19:57:22,36.6761376,-117.5552817,0.423128
12/4/13,19:25:18,36.6739376,-117.5527421,0.10077,,12/4/13,19:25:12,36.6746752,-117.5542564,0.056682,,12/20/2013,19:57:23,36.6761376,-117.5552817,0.423128
12/4/13,19:25:19,36.6739376,-117.5527421,0.10077,,12/4/13,19:25:13,36.6746753,-117.5542564,0.056682,,12/20/2013,19:57:24,36.6761376,-117.5552817,0.441547
12/4/13,19:25:20,36.6739376,-117.5527421,0.10077,,12/4/13,19:25:14,36.6746753,-117.5542564,0.064123,,12/20/2013,19:57:25,36.6761376,-117.5552816,0.429089
12/4/13,19:25:21,36.6739377,-117.5527421,0.10077,,12/4/13,19:25:15,36.6746753,-117.5542565,0.064123,,12/20/2013,19:57:26,36.6761376,-117.5552816,0.447882
12/4/13,19:25:22,36.6739377,-117.5527421,0.099874,,12/4/13,19:25:16,36.6746753,-117.5542565,0.056682,,12/20/2013,19:57:27,36.6761376,-117.5552816,0.435605
12/4/13,19:25:23,36.6739377,-117.5527421,0.11652,,12/4/13,19:25:17,36.6746753,-117.5542565,0.07178,,12/20/2013,19:57:28,36.6761376,-117.5552816,0.258384
12/4/13,19:25:24,36.6739378,-117.5527421,0.11652,,12/4/13,19:25:18,36.6746754,-117.5542565,0.07178,,12/20/2013,19:57:29,36.6761376,-117.5552815,0.454738
12/4/13,19:25:25,36.6739378,-117.5527421,0.11652,,12/4/13,19:25:19,36.6746754,-117.5542565,0.07178,,12/20/2013,19:57:30,36.6761376,-117.5552815,0.270093
12/4/13,19:25:26,36.6739378,-117.5527421,0.11652,,12/4/13,19:25:20,36.6746754,-117.5542565,0.07178,,12/20/2013,19:57:31,36.6761376,-117.5552815,0.260953
12/4/13,19:25:27,36.6739378,-117.5527421,0.11652,,12/4/13,19:25:21,36.6746754,-117.5542566,0.07178,,12/20/2013,19:57:32,36.6761376,-117.5552815,0.273567
12/4/13,19:25:28,36.6739378,-117.5527421,0.11652,,12/4/13,19:25:22,36.6746754,-117.5542566,0.07178,,12/20/2013,19:57:33,36.6761376,-117.5552815,0.273567
12/4/13,19:25:29,36.6739378,-117.5527421,0.117289,,12/4/13,19:25:23,36.6746754,-117.5542566,0.056682,,12/20/2013,19:57:34,36.6761376,-117.5552815,0.454738
12/4/13,19:25:30,36.6739378,-117.5527422,0.117289,,12/4/13,19:25:24,36.6746753,-117.5542566,0.056682,,12/20/2013,19:57:35,36.6761377,-117.5552814,0.454738
12/4/13,19:25:31,36.6739378,-117.5527422,0.117289,,12/4/13,19:25:25,36.6746753,-117.5542566,0.052214,,12/20/2013,19:57:36,36.6761377,-117.5552814,0.270093
12/4/13,19:25:32,36.6739378,-117.5527422,0.117289,,12/4/13,19:25:26,36.6746752,-117.5542567,0.052214,,12/20/2013,19:57:37,36.6761377,-117.5552814,0.258384
12/4/13,19:25:33,36.6739378,-117.5527422,0.084302,,12/4/13,19:25:27,36.6746752,-117.5542567,0.052214,,12/20/2013,19:57:38,36.6761378,-117.5552813,0.270093
12/4/13,19:25:34,36.6739377,-117.5527422,0.083229,,12/4/13,19:25:28,36.6746752,-117.5542567,0.043533,,12/20/2013,19:57:39,36.6761378,-117.5552813,0.195482
12/4/13,19:25:35,36.6739377,-117.5527422,0.084302,,12/4/13,19:25:29,36.6746751,-117.5542567,0.043533,,12/20/2013,19:57:40,36.6761378,-117.5552812,0.268283
12/4/13,19:25:36,36.6739377,-117.5527423,0.10077,,12/4/13,19:25:30,36.6746751,-117.5542567,0.043533,,12/20/2013,19:57:41,36.6761379,-117.5552812,0.270093
12/4/13,19:25:37,36.6739377,-117.5527423,0.084302,,12/4/13,19:25:31,36.674675,-117.5542567,0.026816,,12/20/2013,19:57:42,36.6761379,-117.5552812,0.260953
12/4/13,19:25:38,36.6739377,-117.5527423,0.07178,,12/4/13,19:25:32,36.674675,-117.5542567,0.040225,,12/20/2013,19:57:43,36.6761379,-117.5552812,0.270093
12/4/13,19:25:39,36.6739376,-117.5527423,0.06792,,12/4/13,19:25:33,36.674675,-117.5542568,0.040225,,12/20/2013,19:57:44,36.6761379,-117.5552811,0.435605
12/4/13,19:25:40,36.6739376,-117.5527423,0.06792,,12/4/13,19:25:34,36.674675,-117.5542568,0.043533,,12/20/2013,19:57:45,36.676138,-117.5552811,0.193157
12/4/13,19:25:41,36.6739376,-117.5527423,0.06792,,12/4/13,19:25:35,36.6746749,-117.5542568,0.043533,,12/20/2013,19:57:46,36.676138,-117.555281,0.193157
12/4/13,19:25:42,36.6739376,-117.5527423,0.06792,,12/4/13,19:25:36,36.6746749,-117.5542568,0.052214,,12/20/2013,19:57:47,36.676138,-117.555281,0.393276
12/4/13,19:25:43,36.6739376,-117.5527423,0.06792,,12/4/13,19:25:37,36.6746748,-117.5542568,0.052214,,12/20/2013,19:57:48,36.676138,-117.555281,0.393276
12/4/13,19:25:44,36.6739376,-117.5527422,0.06792,,12/4/13,19:25:38,36.6746748,-117.5542568,0.052214,,12/20/2013,19:57:49,36.676138,-117.5552809,0.393276
12/4/13,19:25:45,36.6739376,-117.5527422,0.051706,,12/4/13,19:25:39,36.6746748,-117.5542568,0.064123,,12/20/2013,19:57:50,36.676138,-117.5552809,0.380182
12/4/13,19:25:46,36.6739375,-117.5527422,0.051706,,12/4/13,19:25:40,36.6746747,-117.5542568,0.073282,,12/20/2013,19:57:51,36.676138,-117.5552809,0.384169
12/4/13,19:25:47,36.6739375,-117.5527422,0.051706,,12/4/13,19:25:41,36.6746747,-117.5542568,0.085497,,12/20/2013,19:57:52,36.6761381,-117.5552809,0.169353
12/4/13,19:25:48,36.6739376,-117.5527422,0.03589,,12/4/13,19:25:42,36.6746747,-117.5542568,0.085497,,12/20/2013,19:57:53,36.6761381,-117.5552809,0.367111
12/4/13,19:25:49,36.6739375,-117.5527422,0.03589,,12/4/13,19:25:43,36.6746747,-117.5542568,0.092439,,12/20/2013,19:57:54,36.6761381,-117.5552809,0.367111
12/4/13,19:25:50,36.6739375,-117.5527422,0.03589,,12/4/13,19:25:44,36.6746746,-117.5542567,0.092439,,12/20/2013,19:57:55,36.6761381,-117.5552809,0.367111
12/4/13,19:25:51,36.6739375,-117.5527422,0.021374,,12/4/13,19:25:45,36.6746746,-117.5542567,0.087442,,12/20/2013,19:57:56,36.6761381,-117.5552809,0.367111
12/4/13,19:25:52,36.6739374,-117.5527422,0.013408,,12/4/13,19:25:46,36.6746746,-117.5542567,0.092439,,12/20/2013,19:57:57,36.6761381,-117.5552809,0.354065
12/4/13,19:25:53,36.6739374,-117.5527422,0.013408,,12/4/13,19:25:47,36.6746746,-117.5542567,0.087442,,12/20/2013,19:57:58,36.6761381,-117.5552809,0.354065
12/4/13,19:25:54,36.6739374,-117.5527421,0.026816,,12/4/13,19:25:48,36.6746746,-117.5542566,0.10077,,12/20/2013,19:57:59,36.6761381,-117.5552809,0.146592
12/4/13,19:25:55,36.6739374,-117.5527422,0.031563,,12/4/13,19:25:49,36.6746745,-117.5542566,0.103412,,12/20/2013,19:58:00,36.6761381,-117.5552809,0.146592
12/4/13,19:25:56,36.6739374,-117.5527422,0.031563,,12/4/13,19:25:50,36.6746745,-117.5542567,0.103412,,12/20/2013,19:58:01,36.6761381,-117.5552809,0.135768
12/4/13,19:25:57,36.6739374,-117.5527422,0.03589,,12/4/13,19:25:51,36.6746746,-117.5542567,0.10767,,12/20/2013,19:58:02,36.6761381,-117.5552809,0.135768
12/4/13,19:25:58,36.6739374,-117.5527422,0.03589,,12/4/13,19:25:52,36.6746746,-117.5542567,0.123268,,12/20/2013,19:58:03,36.6761381,-117.5552809,0.146592
12/4/13,19:25:59,36.6739374,-117.5527422,0.03589,,12/4/13,19:25:53,36.6746746,-117.5542567,0.103412,,12/20/2013,19:58:04,36.6761381,-117.5552808,0.135768
12/4/13,19:26:00,36.6739374,-117.5527422,0.06792,,12/4/13,19:25:54,36.6746747,-117.5542566,0.103412,,12/20/2013,19:58:05,36.6761381,-117.5552808,0.135768
12/4/13,19:26:01,36.6739373,-117.5527422,0.066583,,12/4/13,19:25:55,36.6746747,-117.5542567,0.087442,,12/20/2013,19:58:06,36.6761381,-117.5552808,0.135768
12/4/13,19:26:02,36.6739373,-117.5527421,0.066583,,12/4/13,19:25:56,36.6746748,-117.5542567,0.087442,,12/20/2013,19:58:07,36.6761381,-117.5552808,0.135768
12/4/13,19:26:03,36.6739373,-117.5527421,0.083229,,12/4/13,19:25:57,36.6746748,-117.5542567,0.092439,,12/20/2013,19:58:08,36.6761381,-117.5552808,0.32806
12/4/13,19:26:04,36.6739373,-117.5527421,0.083229,,12/4/13,19:25:58,36.6746749,-117.5542568,0.092439,,12/20/2013,19:58:09,36.6761381,-117.5552808,0.125444
12/4/13,19:26:05,36.6739373,-117.5527421,0.099874,,12/4/13,19:25:59,36.6746749,-117.5542568,0.07779,,12/20/2013,19:58:10,36.6761381,-117.5552808,0.324237
12/4/13,19:26:06,36.6739372,-117.5527421,0.099874,,12/4/13,19:26:00,36.674675,-117.5542568,0.07178,,12/20/2013,19:58:11,36.676138,-117.5552808,0.324237
12/4/13,19:26:07,36.6739372,-117.5527421,0.099874,,12/4/13,19:26:01,36.674675,-117.5542568,0.07178,,12/20/2013,19:58:12,36.676138,-117.5552808,0.324237
12/4/13,19:26:08,36.6739372,-117.5527421,0.099874,,12/4/13,19:26:02,36.674675,-117.5542568,0.07779,,12/20/2013,19:58:13,36.676138,-117.5552808,0.324237
12/4/13,19:26:09,36.6739372,-117.5527421,0.10077,,12/4/13,19:26:03,36.674675,-117.5542569,0.052214,,12/20/2013,19:58:14,36.676138,-117.5552808,0.094688
12/4/13,19:26:10,36.6739372,-117.5527421,0.10077,,12/4/13,19:26:04,36.6746751,-117.5542569,0.043533,,12/20/2013,19:58:15,36.676138,-117.5552808,0.094688
12/4/13,19:26:11,36.6739372,-117.5527421,0.10077,,12/4/13,19:26:05,36.6746752,-117.5542569,0.026816,,12/20/2013,19:58:16,36.676138,-117.5552808,0.307994
12/4/13,19:26:12,36.6739372,-117.5527421,0.10077,,12/4/13,19:26:06,36.6746752,-117.5542569,0.031563,,12/20/2013,19:58:17,36.676138,-117.5552808,0.292412
12/4/13,19:26:13,36.6739372,-117.5527421,0.084302,,12/4/13,19:26:07,36.6746753,-117.5542569,0.031563,,12/20/2013,19:58:18,36.676138,-117.5552808,0.292412
12/4/13,19:26:14,36.6739372,-117.5527421,0.087442,,12/4/13,19:26:08,36.6746753,-117.5542569,0.042749,,12/20/2013,19:58:19,36.676138,-117.5552808,0.279095
12/4/13,19:26:15,36.6739372,-117.552742,0.092439,,12/4/13,19:26:09,36.6746753,-117.5542569,0.064123,,12/20/2013,19:58:20,36.676138,-117.5552808,0.290987
12/4/13,19:26:16,36.6739372,-117.552742,0.092439,,12/4/13,19:26:10,36.6746754,-117.554257,0.092439,,12/20/2013,19:58:21,36.676138,-117.5552807,0.290987
12/4/13,19:26:17,36.6739372,-117.552742,0.092439,,12/4/13,19:26:11,36.6746755,-117.554257,0.092439,,12/20/2013,19:58:22,36.676138,-117.5552807,0.290511
12/4/13,19:26:18,36.6739372,-117.552742,0.07779,,12/4/13,19:26:12,36.6746755,-117.554257,0.103412,,12/20/2013,19:58:23,36.6761379,-117.5552807,0.263694
12/4/13,19:26:19,36.6739372,-117.552742,0.085497,,12/4/13,19:26:13,36.6746756,-117.554257,0.119566,,12/20/2013,19:58:24,36.6761379,-117.5552808,0.043533
12/4/13,19:26:20,36.6739372,-117.5527419,0.07779,,12/4/13,19:26:14,36.6746757,-117.554257,0.155118,,12/20/2013,19:58:25,36.6761379,-117.5552808,0.250839
12/4/13,19:26:21,36.6739372,-117.552742,0.07779,,12/4/13,19:26:15,36.6746758,-117.5542571,0.187469,,12/20/2013,19:58:26,36.6761379,-117.5552808,0.237462
12/4/13,19:26:22,36.6739372,-117.552742,0.07779,,12/4/13,19:26:16,36.674676,-117.5542571,0.220101,,12/20/2013,19:58:27,36.6761379,-117.5552809,0.021374
12/4/13,19:26:23,36.6739372,-117.552742,0.07178,,12/4/13,19:26:17,36.6746761,-117.5542571,0.222942,,12/20/2013,19:58:28,36.6761379,-117.5552809,0.016646
12/4/13,19:26:24,36.6739372,-117.552742,0.056682,,12/4/13,19:26:18,36.6746761,-117.5542572,0.239132,,12/20/2013,19:58:29,36.6761379,-117.5552809,0.016646
