Table S2. Movement Data for GPS-Instrumented Stones on Racetrack Playa,,,,,,,,,,,,,,,,
Death Valley National Park,,,,,,,,,,,,,,,,
Stone Name: EOS; Location Designation: A3;  Mass: 16.6 Kg,,,,,,Stone Name: MAIA; Location Designation: A6;  Mass: 8.2 Kg,,,,,,Stone Name: FREYA; Location Designation: A11;  Mass: 15.4 Kg,,,,
"""Date""","""Time(UTC)""","""Lat(deg)""","""Long(deg)""","""Velocity(m/min)""",,"""Date"""," ""Time (UTC)"""," ""Lat (deg)"""," ""Long (deg)""",Velocity (m/min),,Date," ""Time (UTC)"""," ""Lat (deg)"""," ""Long (deg)""",Velocity (m/min)
12/4/13,19:11:52,36.6736829,-117.5528554,4.957863,,12/4/13,19:11:46,36.6744097,-117.5543791,5.035084,,12/20/2013,19:43:57,36.6759346,-117.5553936,2.811513
12/4/13,19:11:53,36.6736835,-117.5528551,4.962194,,12/4/13,19:11:47,36.6744104,-117.5543788,5.030136,,12/20/2013,19:43:58,36.675935,-117.5553934,2.811513
12/4/13,19:11:54,36.6736841,-117.5528547,4.933513,,12/4/13,19:11:48,36.6744111,-117.5543785,5.019624,,12/20/2013,19:43:59,36.6759354,-117.5553932,2.811513
12/4/13,19:11:55,36.6736847,-117.5528545,4.95668,,12/4/13,19:11:49,36.6744117,-117.5543781,5.004172,,12/20/2013,19:44:00,36.6759358,-117.5553931,2.84724
12/4/13,19:11:56,36.6736855,-117.5528543,4.960177,,12/4/13,19:11:50,36.6744123,-117.5543778,5.004172,,12/20/2013,19:44:01,36.6759363,-117.5553929,2.835144
12/4/13,19:11:57,36.6736863,-117.5528542,4.995878,,12/4/13,19:11:51,36.674413,-117.5543775,4.983734,,12/20/2013,19:44:02,36.6759366,-117.5553927,2.870895
12/4/13,19:11:58,36.6736872,-117.552854,5.000216,,12/4/13,19:11:52,36.6744136,-117.5543772,4.973291,,12/20/2013,19:44:03,36.6759371,-117.5553925,2.86294
12/4/13,19:11:59,36.673688,-117.5528539,4.744557,,12/4/13,19:11:53,36.6744142,-117.5543768,4.957862,,12/20/2013,19:44:04,36.6759374,-117.5553923,2.891124
12/4/13,19:12:00,36.6736867,-117.5528524,4.57417,,12/4/13,19:11:54,36.6744148,-117.5543765,4.937401,,12/20/2013,19:44:05,36.6759378,-117.555392,2.911134
12/4/13,19:12:01,36.6736861,-117.5528513,4.606407,,12/4/13,19:11:55,36.6744155,-117.5543762,4.916947,,12/20/2013,19:44:06,36.6759382,-117.5553918,2.915381
12/4/13,19:12:02,36.673687,-117.5528512,4.581423,,12/4/13,19:11:56,36.6744161,-117.5543759,4.901511,,12/20/2013,19:44:07,36.6759386,-117.5553915,2.919685
12/4/13,19:12:03,36.6736876,-117.552851,4.545547,,12/4/13,19:11:57,36.6744167,-117.5543756,4.860612,,12/20/2013,19:44:08,36.675939,-117.5553912,2.924043
12/4/13,19:12:04,36.673688,-117.5528507,4.519068,,12/4/13,19:11:58,36.6744173,-117.5543754,4.840174,,12/20/2013,19:44:09,36.6759394,-117.5553909,2.928456
12/4/13,19:12:05,36.6736884,-117.5528503,4.472382,,12/4/13,19:11:59,36.6744179,-117.5543751,4.804284,,12/20/2013,19:44:10,36.6759398,-117.5553907,2.932924
12/4/13,19:12:06,36.6736888,-117.5528499,4.436498,,12/4/13,19:12:00,36.6744185,-117.5543748,4.804284,,12/20/2013,19:44:11,36.6759402,-117.5553904,2.937446
12/4/13,19:12:07,36.6736893,-117.5528496,4.425767,,12/4/13,19:12:01,36.6744192,-117.5543745,4.788831,,12/20/2013,19:44:12,36.6759406,-117.5553901,2.937446
12/4/13,19:12:08,36.6736897,-117.5528492,4.374357,,12/4/13,19:12:02,36.6744198,-117.5543742,4.747965,,12/20/2013,19:44:13,36.675941,-117.5553899,2.942023
12/4/13,19:12:09,36.67369,-117.5528489,4.343337,,12/4/13,19:12:03,36.6744204,-117.554374,4.712075,,12/20/2013,19:44:14,36.6759414,-117.5553896,2.931049
12/4/13,19:12:10,36.6736905,-117.5528486,4.307448,,12/4/13,19:12:04,36.6744209,-117.5543737,4.696614,,12/20/2013,19:44:15,36.6759418,-117.5553893,2.931049
12/4/13,19:12:11,36.673691,-117.5528484,4.282221,,12/4/13,19:12:05,36.6744215,-117.5543734,4.671242,,12/20/2013,19:44:16,36.6759422,-117.5553891,2.942023
12/4/13,19:12:12,36.6736916,-117.5528483,4.266696,,12/4/13,19:12:06,36.6744221,-117.5543732,4.655765,,12/20/2013,19:44:17,36.6759427,-117.555389,2.942023
12/4/13,19:12:13,36.6736922,-117.5528481,4.257078,,12/4/13,19:12:07,36.6744227,-117.5543729,4.635353,,12/20/2013,19:44:18,36.6759431,-117.5553888,2.946653
12/4/13,19:12:14,36.6736929,-117.552848,4.247608,,12/4/13,19:12:08,36.6744233,-117.5543727,4.61495,,12/20/2013,19:44:19,36.6759435,-117.5553885,2.935758
12/4/13,19:12:15,36.6736937,-117.5528479,4.242929,,12/4/13,19:12:09,36.6744239,-117.5543724,4.61495,,12/20/2013,19:44:20,36.6759439,-117.5553881,2.92982
12/4/13,19:12:16,36.6736944,-117.5528478,4.249327,,12/4/13,19:12:10,36.6744245,-117.5543721,4.594555,,12/20/2013,19:44:21,36.6759443,-117.5553878,3.023888
12/4/13,19:12:17,36.6736952,-117.5528477,4.213459,,12/4/13,19:12:11,36.6744251,-117.5543718,4.553794,,12/20/2013,19:44:22,36.6759447,-117.5553875,3.008869
12/4/13,19:12:18,36.6736958,-117.5528476,4.197812,,12/4/13,19:12:12,36.6744256,-117.5543716,4.538282,,12/20/2013,19:44:23,36.6759451,-117.5553872,3.014689
12/4/13,19:12:19,36.6736964,-117.5528474,4.166541,,12/4/13,19:12:13,36.6744262,-117.5543713,4.517907,,12/20/2013,19:44:24,36.6759455,-117.5553869,2.993868
12/4/13,19:12:20,36.673697,-117.5528472,4.135301,,12/4/13,19:12:14,36.6744268,-117.554371,4.502394,,12/20/2013,19:44:25,36.6759459,-117.5553867,2.978883
12/4/13,19:12:21,36.6736976,-117.552847,4.119693,,12/4/13,19:12:15,36.6744274,-117.5543707,4.471394,,12/20/2013,19:44:26,36.6759462,-117.5553865,2.978883
12/4/13,19:12:22,36.6736982,-117.5528468,4.083817,,12/4/13,19:12:16,36.6744279,-117.5543704,4.446132,,12/20/2013,19:44:27,36.6759466,-117.5553862,2.963917
12/4/13,19:12:23,36.6736988,-117.5528466,4.052623,,12/4/13,19:12:17,36.6744285,-117.5543702,4.446132,,12/20/2013,19:44:28,36.675947,-117.5553859,2.978883
12/4/13,19:12:24,36.6736993,-117.5528464,4.010672,,12/4/13,19:12:18,36.6744291,-117.5543699,4.425767,,12/20/2013,19:44:29,36.6759475,-117.5553856,2.984762
12/4/13,19:12:25,36.6736998,-117.5528461,3.990337,,12/4/13,19:12:19,36.6744297,-117.5543697,4.38988,,12/20/2013,19:44:30,36.6759479,-117.5553853,2.984762
12/4/13,19:12:26,36.6737004,-117.5528459,3.933063,,12/4/13,19:12:20,36.6744302,-117.5543694,4.374357,,12/20/2013,19:44:31,36.6759483,-117.555385,2.984762
12/4/13,19:12:27,36.6737008,-117.5528457,3.88661,,12/4/13,19:12:21,36.6744308,-117.5543691,4.349181,,12/20/2013,19:44:32,36.6759487,-117.5553847,2.990689
12/4/13,19:12:28,36.6737012,-117.5528454,3.840244,,12/4/13,19:12:22,36.6744314,-117.5543689,4.313296,,12/20/2013,19:44:33,36.6759491,-117.5553844,3.01156
12/4/13,19:12:29,36.6737017,-117.5528451,3.809383,,12/4/13,19:12:23,36.6744319,-117.5543686,4.313296,,12/20/2013,19:44:34,36.6759496,-117.5553841,3.023595
12/4/13,19:12:30,36.6737022,-117.5528449,3.702204,,12/4/13,19:12:24,36.6744325,-117.5543683,4.292962,,12/20/2013,19:44:35,36.67595,-117.5553838,3.044508
12/4/13,19:12:31,36.6737027,-117.5528447,3.794417,,12/4/13,19:12:25,36.6744331,-117.5543681,4.272638,,12/20/2013,19:44:36,36.6759505,-117.5553835,3.044508
12/4/13,19:12:32,36.6737041,-117.552845,3.784644,,12/4/13,19:12:26,36.6744337,-117.5543678,4.257078,,12/20/2013,19:44:37,36.6759509,-117.5553833,3.059352
12/4/13,19:12:33,36.6737047,-117.5528449,3.812433,,12/4/13,19:12:27,36.6744343,-117.5543675,4.225983,,12/20/2013,19:44:38,36.6759514,-117.5553831,3.059352
12/4/13,19:12:34,36.6737056,-117.5528449,3.796812,,12/4/13,19:12:28,36.6744348,-117.5543672,4.216443,,12/20/2013,19:44:39,36.6759518,-117.5553829,3.065428
12/4/13,19:12:35,36.6737061,-117.5528447,3.739153,,12/4/13,19:12:29,36.6744354,-117.554367,4.216443,,12/20/2013,19:44:40,36.6759522,-117.5553827,3.065428
12/4/13,19:12:36,36.6737065,-117.5528444,3.686749,,12/4/13,19:12:30,36.674436,-117.5543667,4.196142,,12/20/2013,19:44:41,36.6759527,-117.5553825,3.086354
12/4/13,19:12:37,36.6737069,-117.5528441,3.588864,,12/4/13,19:12:31,36.6744366,-117.5543665,4.180562,,12/20/2013,19:44:42,36.6759531,-117.5553822,3.086354
12/4/13,19:12:38,36.6737071,-117.5528437,3.528201,,12/4/13,19:12:32,36.6744371,-117.5543662,4.171177,,12/20/2013,19:44:43,36.6759536,-117.555382,3.101177
12/4/13,19:12:39,36.6737074,-117.5528433,3.704816,,12/4/13,19:12:33,36.6744377,-117.554366,4.171177,,12/20/2013,19:44:44,36.675954,-117.5553818,3.109982
12/4/13,19:12:40,36.6737076,-117.5528429,3.811656,,12/4/13,19:12:34,36.6744383,-117.5543657,4.135301,,12/20/2013,19:44:45,36.6759545,-117.5553816,3.109982
12/4/13,19:12:41,36.6737079,-117.5528426,3.756755,,12/4/13,19:12:35,36.6744388,-117.5543655,4.135301,,12/20/2013,19:44:46,36.6759549,-117.5553814,3.11891
12/4/13,19:12:42,36.6737084,-117.5528423,3.713773,,12/4/13,19:12:36,36.6744394,-117.5543652,4.130669,,12/20/2013,19:44:47,36.6759554,-117.5553812,3.127958
12/4/13,19:12:43,36.6737087,-117.552842,3.72952,,12/4/13,19:12:37,36.67444,-117.554365,4.119693,,12/20/2013,19:44:48,36.6759559,-117.555381,3.122119
12/4/13,19:12:44,36.6737092,-117.5528417,3.725203,,12/4/13,19:12:38,36.6744405,-117.5543647,4.115043,,12/20/2013,19:44:49,36.6759563,-117.5553808,3.137125
12/4/13,19:12:45,36.6737096,-117.5528414,3.720929,,12/4/13,19:12:39,36.6744411,-117.5543645,4.115043,,12/20/2013,19:44:50,36.6759568,-117.5553806,3.137125
12/4/13,19:12:46,36.67371,-117.5528411,3.705147,,12/4/13,19:12:40,36.6744417,-117.5543642,4.07917,,12/20/2013,19:44:51,36.6759572,-117.5553803,3.146411
12/4/13,19:12:47,36.6737104,-117.5528408,3.716699,,12/4/13,19:12:41,36.6744422,-117.554364,4.07917,,12/20/2013,19:44:52,36.6759577,-117.5553801,3.161478
12/4/13,19:12:48,36.6737109,-117.5528405,3.748323,,12/4/13,19:12:42,36.6744428,-117.5543637,4.058925,,12/20/2013,19:44:53,36.6759582,-117.5553799,3.155815
12/4/13,19:12:49,36.6737114,-117.5528402,3.744172,,12/4/13,19:12:43,36.6744433,-117.5543636,4.074561,,12/20/2013,19:44:54,36.6759586,-117.5553797,3.165334
12/4/13,19:12:50,36.6737119,-117.55284,3.748323,,12/4/13,19:12:44,36.6744439,-117.5543633,4.054338,,12/20/2013,19:44:55,36.6759591,-117.5553795,3.186049
12/4/13,19:12:51,36.6737124,-117.5528397,3.73672,,12/4/13,19:12:45,36.6744444,-117.5543631,4.058925,,12/20/2013,19:44:56,36.6759596,-117.5553792,3.170924
12/4/13,19:12:52,36.6737129,-117.5528395,3.720929,,12/4/13,19:12:46,36.674445,-117.5543628,4.038692,,12/20/2013,19:44:57,36.67596,-117.5553791,3.206771
12/4/13,19:12:53,36.6737134,-117.5528393,3.709438,,12/4/13,19:12:47,36.6744455,-117.5543626,4.023053,,12/20/2013,19:44:58,36.6759606,-117.5553788,3.201188
12/4/13,19:12:54,36.673714,-117.5528391,3.682304,,12/4/13,19:12:48,36.674446,-117.5543624,4.01847,,12/20/2013,19:44:59,36.675961,-117.5553786,3.121384
12/4/13,19:12:55,36.6737146,-117.5528389,3.655321,,12/4/13,19:12:49,36.6744466,-117.5543622,4.002822,,12/20/2013,19:45:00,36.6759615,-117.5553784,3.22059
12/4/13,19:12:56,36.6737151,-117.5528387,3.612843,,12/4/13,19:12:50,36.6744471,-117.5543619,3.982603,,12/20/2013,19:45:01,36.675962,-117.5553781,3.152652
12/4/13,19:12:57,36.6737156,-117.5528385,3.617443,,12/4/13,19:12:51,36.6744476,-117.5543617,3.998261,,12/20/2013,19:45:02,36.6759625,-117.5553778,3.168301
12/4/13,19:12:58,36.6737162,-117.5528383,3.601822,,12/4/13,19:12:52,36.6744482,-117.5543615,3.978064,,12/20/2013,19:45:03,36.675963,-117.5553775,3.18396
12/4/13,19:12:59,36.6737167,-117.5528381,3.601822,,12/4/13,19:12:53,36.6744487,-117.5543613,3.957879,,12/20/2013,19:45:04,36.6759635,-117.5553772,3.188521
12/4/13,19:13:00,36.6737173,-117.5528379,3.58621,,12/4/13,19:12:54,36.6744492,-117.5543611,3.937707,,12/20/2013,19:45:05,36.6759639,-117.5553769,3.224391
12/4/13,19:13:01,36.6737178,-117.5528377,3.58621,,12/4/13,19:12:55,36.6744497,-117.5543609,3.948966,,12/20/2013,19:45:06,36.6759644,-117.5553766,3.240036
12/4/13,19:13:02,36.6737184,-117.5528375,3.58157,,12/4/13,19:12:56,36.6744503,-117.5543607,3.933253,,12/20/2013,19:45:07,36.6759649,-117.5553763,3.25569
12/4/13,19:13:03,36.673719,-117.5528374,3.597202,,12/4/13,19:12:57,36.6744508,-117.5543605,3.92884,,12/20/2013,19:45:08,36.6759654,-117.555376,3.240036
12/4/13,19:13:04,36.6737196,-117.5528372,3.608287,,12/4/13,19:12:58,36.6744514,-117.5543603,3.913116,,12/20/2013,19:45:09,36.6759658,-117.5553757,3.25569
12/4/13,19:13:05,36.6737202,-117.552837,3.608287,,12/4/13,19:12:59,36.6744519,-117.5543601,3.908726,,12/20/2013,19:45:10,36.6759663,-117.5553754,3.271355
12/4/13,19:13:06,36.6737208,-117.5528368,3.619464,,12/4/13,19:13:00,36.6744524,-117.5543599,3.904378,,12/20/2013,19:45:11,36.6759668,-117.5553751,3.291556
12/4/13,19:13:07,36.6737213,-117.5528367,3.662191,,12/4/13,19:13:01,36.674453,-117.5543597,3.892993,,12/20/2013,19:45:12,36.6759673,-117.5553747,3.287029
12/4/13,19:13:08,36.673722,-117.5528365,3.673604,,12/4/13,19:13:02,36.6744535,-117.5543594,3.888627,,12/20/2013,19:45:13,36.6759677,-117.5553745,3.287029
12/4/13,19:13:09,36.6737226,-117.5528363,3.685105,,12/4/13,19:13:03,36.674454,-117.5543592,3.884302,,12/20/2013,19:45:14,36.6759682,-117.5553742,3.318406
12/4/13,19:13:10,36.6737232,-117.5528362,3.700898,,12/4/13,19:13:04,36.6744546,-117.554359,3.868541,,12/20/2013,19:45:15,36.6759688,-117.5553739,3.334108
12/4/13,19:13:11,36.6737238,-117.552836,3.545698,,12/4/13,19:13:05,36.6744551,-117.5543588,3.852787,,12/20/2013,19:45:16,36.6759694,-117.5553736,3.369961
12/4/13,19:13:12,36.6737241,-117.5528359,3.478582,,12/4/13,19:13:06,36.6744556,-117.5543585,3.848468,,12/20/2013,19:45:17,36.67597,-117.5553733,3.394615
12/4/13,19:13:13,36.6737243,-117.5528359,3.405426,,12/4/13,19:13:07,36.6744562,-117.5543583,3.844192,,12/20/2013,19:45:18,36.6759706,-117.5553729,3.446152
12/4/13,19:13:14,36.6737247,-117.5528358,3.420972,,12/4/13,19:13:08,36.6744567,-117.5543581,3.848468,,12/20/2013,19:45:19,36.6759713,-117.5553726,3.482013
12/4/13,19:13:15,36.6737253,-117.5528356,3.458326,,12/4/13,19:13:09,36.6744573,-117.5543578,3.82841,,12/20/2013,19:45:20,36.6759719,-117.5553723,3.486545
12/4/13,19:13:16,36.673726,-117.5528355,3.485029,,12/4/13,19:13:10,36.6744578,-117.5543576,3.82841,,12/20/2013,19:45:21,36.6759724,-117.555372,3.506762
12/4/13,19:13:17,36.6737266,-117.5528353,3.52319,,12/4/13,19:13:11,36.6744584,-117.5543574,3.824158,,12/20/2013,19:45:22,36.6759729,-117.5553716,3.511365
12/4/13,19:13:18,36.6737271,-117.5528351,3.557627,,12/4/13,19:13:12,36.6744589,-117.5543572,3.808366,,12/20/2013,19:45:23,36.6759734,-117.5553713,3.562865
12/4/13,19:13:19,36.6737277,-117.552835,3.612776,,12/4/13,19:13:13,36.6744594,-117.554357,3.804139,,12/20/2013,19:45:24,36.6759741,-117.555371,3.587767
12/4/13,19:13:20,36.6737283,-117.5528348,3.652568,,12/4/13,19:13:14,36.67446,-117.5543568,3.804139,,12/20/2013,19:45:25,36.6759747,-117.5553706,3.639248
12/4/13,19:13:21,36.6737289,-117.5528347,3.664652,,12/4/13,19:13:15,36.6744605,-117.5543566,3.804139,,12/20/2013,19:45:26,36.6759754,-117.5553703,3.659522
12/4/13,19:13:22,36.6737295,-117.5528345,3.705075,,12/4/13,19:13:16,36.6744611,-117.5543563,3.788337,,12/20/2013,19:45:27,36.675976,-117.55537,3.6954
12/4/13,19:13:23,36.6737301,-117.5528344,3.717432,,12/4/13,19:13:17,36.6744616,-117.5543561,3.799954,,12/20/2013,19:45:28,36.6759767,-117.5553697,3.720419
12/4/13,19:13:24,36.6737307,-117.5528342,3.74592,,12/4/13,19:13:18,36.6744622,-117.5543559,3.788337,,12/20/2013,19:45:29,36.6759772,-117.5553693,3.740742
12/4/13,19:13:25,36.6737313,-117.552834,3.774533,,12/4/13,19:13:19,36.6744627,-117.5543556,3.784135,,12/20/2013,19:45:30,36.6759778,-117.555369,3.776626
12/4/13,19:13:26,36.6737319,-117.5528338,3.787172,,12/4/13,19:13:20,36.6744633,-117.5543554,3.784135,,12/20/2013,19:45:31,36.6759784,-117.5553686,3.786261
12/4/13,19:13:27,36.6737324,-117.5528336,3.799889,,12/4/13,19:13:21,36.6744638,-117.5543552,3.779976,,12/20/2013,19:45:32,36.6759789,-117.5553682,3.80664
12/4/13,19:13:28,36.673733,-117.5528334,3.796552,,12/4/13,19:13:22,36.6744644,-117.554355,3.784135,,12/20/2013,19:45:33,36.6759795,-117.5553679,3.84743
12/4/13,19:13:29,36.6737335,-117.5528332,3.812683,,12/4/13,19:13:23,36.6744649,-117.5543548,3.784135,,12/20/2013,19:45:34,36.6759801,-117.5553675,3.872803
12/4/13,19:13:30,36.6737341,-117.552833,3.809405,,12/4/13,19:13:24,36.6744655,-117.5543545,3.784135,,12/20/2013,19:45:35,36.6759807,-117.5553671,3.888262
12/4/13,19:13:31,36.6737346,-117.5528328,3.825554,,12/4/13,19:13:25,36.674466,-117.5543543,3.764146,,12/20/2013,19:45:36,36.6759813,-117.5553668,3.949586
12/4/13,19:13:32,36.6737352,-117.5528326,3.825554,,12/4/13,19:13:26,36.6744665,-117.5543541,3.764146,,12/20/2013,19:45:37,36.675982,-117.5553664,3.954628
12/4/13,19:13:33,36.6737357,-117.5528324,3.812683,,12/4/13,19:13:27,36.674467,-117.5543539,3.768323,,12/20/2013,19:45:38,36.6759826,-117.555366,3.995598
12/4/13,19:13:34,36.6737362,-117.5528321,3.812683,,12/4/13,19:13:28,36.6744675,-117.5543536,3.768323,,12/20/2013,19:45:39,36.6759832,-117.5553656,4.118137
12/4/13,19:13:35,36.6737368,-117.5528319,3.812683,,12/4/13,19:13:29,36.6744681,-117.5543534,3.764146,,12/20/2013,19:45:40,36.6759838,-117.5553651,4.062295
12/4/13,19:13:36,36.6737373,-117.5528317,3.812683,,12/4/13,19:13:30,36.6744686,-117.5543532,3.779976,,12/20/2013,19:45:41,36.6759845,-117.5553647,4.174762
12/4/13,19:13:37,36.6737378,-117.5528315,3.799889,,12/4/13,19:13:31,36.6744692,-117.554353,3.764146,,12/20/2013,19:45:42,36.6759851,-117.5553643,4.210576
12/4/13,19:13:38,36.6737383,-117.5528312,3.799889,,12/4/13,19:13:32,36.6744697,-117.5543528,3.784135,,12/20/2013,19:45:43,36.6759858,-117.5553639,4.231389
12/4/13,19:13:39,36.6737388,-117.552831,3.799889,,12/4/13,19:13:33,36.6744703,-117.5543525,3.784135,,12/20/2013,19:45:44,36.6759864,-117.5553635,4.282207
12/4/13,19:13:40,36.6737394,-117.5528308,3.799889,,12/4/13,19:13:34,36.6744708,-117.5543523,3.779976,,12/20/2013,19:45:45,36.6759871,-117.5553631,4.323829
12/4/13,19:13:41,36.6737399,-117.5528306,3.783776,,12/4/13,19:13:35,36.6744713,-117.5543522,3.768323,,12/20/2013,19:45:46,36.6759878,-117.5553626,4.344648
12/4/13,19:13:42,36.6737404,-117.5528304,3.774533,,12/4/13,19:13:36,36.6744718,-117.5543519,3.784135,,12/20/2013,19:45:47,36.6759884,-117.5553622,4.380457
12/4/13,19:13:43,36.6737409,-117.5528301,3.778032,,12/4/13,19:13:37,36.6744724,-117.5543517,3.772542,,12/20/2013,19:45:48,36.6759891,-117.5553618,4.416268
12/4/13,19:13:44,36.6737415,-117.5528298,3.761973,,12/4/13,19:13:38,36.6744729,-117.5543514,3.772542,,12/20/2013,19:45:49,36.6759897,-117.5553614,4.457911
12/4/13,19:13:45,36.673742,-117.5528296,3.74592,,12/4/13,19:13:39,36.6744734,-117.5543512,3.772542,,12/20/2013,19:45:50,36.6759904,-117.5553609,4.478741
12/4/13,19:13:46,36.6737425,-117.5528294,3.753112,,12/4/13,19:13:40,36.6744739,-117.554351,3.772542,,12/20/2013,19:45:51,36.675991,-117.5553605,4.508707
12/4/13,19:13:47,36.673743,-117.5528291,3.737094,,12/4/13,19:13:41,36.6744745,-117.5543508,3.768323,,12/20/2013,19:45:52,36.6759917,-117.5553601,4.565336
12/4/13,19:13:48,36.6737436,-117.5528289,3.652568,,12/4/13,19:13:42,36.674475,-117.5543506,3.784135,,12/20/2013,19:45:53,36.6759924,-117.5553597,4.586157
12/4/13,19:13:49,36.6737436,-117.5528284,3.573441,,12/4/13,19:13:43,36.6744756,-117.5543504,3.768323,,12/20/2013,19:45:54,36.675993,-117.5553593,4.606984
12/4/13,19:13:50,36.6737436,-117.5528279,3.511896,,12/4/13,19:13:44,36.6744761,-117.5543502,3.768323,,12/20/2013,19:45:55,36.6759937,-117.5553589,4.621965
12/4/13,19:13:51,36.6737437,-117.5528273,3.483257,,12/4/13,19:13:45,36.6744766,-117.55435,3.779976,,12/20/2013,19:45:56,36.6759944,-117.5553586,4.636958
12/4/13,19:13:52,36.6737437,-117.5528268,3.486903,,12/4/13,19:13:46,36.6744772,-117.5543498,3.764146,,12/20/2013,19:45:57,36.6759951,-117.5553583,4.640432
12/4/13,19:13:53,36.6737438,-117.5528264,3.486374,,12/4/13,19:13:47,36.6744777,-117.5543496,3.764146,,12/20/2013,19:45:58,36.6759958,-117.5553581,4.640432
12/4/13,19:13:54,36.6737441,-117.552826,3.481342,,12/4/13,19:13:48,36.6744782,-117.5543494,3.744172,,12/20/2013,19:45:59,36.6759965,-117.5553578,4.655484
12/4/13,19:13:55,36.6737447,-117.5528259,3.550334,,12/4/13,19:13:49,36.6744787,-117.5543492,3.744172,,12/20/2013,19:46:00,36.6759972,-117.5553575,4.685621
12/4/13,19:13:56,36.673746,-117.5528263,3.588094,,12/4/13,19:13:50,36.6744792,-117.554349,3.728339,,12/20/2013,19:46:01,36.6759979,-117.5553572,4.710174
12/4/13,19:13:57,36.6737469,-117.5528263,3.63777,,12/4/13,19:13:51,36.6744797,-117.5543488,3.728339,,12/20/2013,19:46:02,36.6759986,-117.5553569,4.740431
12/4/13,19:13:58,36.6737478,-117.5528264,3.669319,,12/4/13,19:13:52,36.6744802,-117.5543486,3.728339,,12/20/2013,19:46:03,36.6759993,-117.5553566,4.746022
12/4/13,19:13:59,36.6737486,-117.5528263,3.676704,,12/4/13,19:13:53,36.6744807,-117.5543484,3.712513,,12/20/2013,19:46:04,36.676,-117.5553562,4.755575
12/4/13,19:14:00,36.6737493,-117.5528263,3.676704,,12/4/13,19:13:54,36.6744812,-117.5543482,3.712513,,12/20/2013,19:46:05,36.6760007,-117.5553559,4.755575
12/4/13,19:14:01,36.6737499,-117.5528262,3.65673,,12/4/13,19:13:55,36.6744817,-117.554348,3.692534,,12/20/2013,19:46:06,36.6760014,-117.5553556,4.770729
12/4/13,19:14:02,36.6737504,-117.5528261,3.633493,,12/4/13,19:13:56,36.6744822,-117.5543478,3.692534,,12/20/2013,19:46:07,36.6760021,-117.5553553,4.770729
12/4/13,19:14:03,36.6737508,-117.5528258,3.601938,,12/4/13,19:13:57,36.6744827,-117.5543476,3.676704,,12/20/2013,19:46:08,36.6760028,-117.555355,4.795577
12/4/13,19:14:04,36.6737512,-117.5528256,3.574767,,12/4/13,19:13:58,36.6744832,-117.5543474,3.67257,,12/20/2013,19:46:09,36.6760035,-117.5553547,4.816249
12/4/13,19:14:05,36.6737516,-117.5528253,3.547751,,12/4/13,19:13:59,36.6744837,-117.5543472,3.65673,,12/20/2013,19:46:10,36.6760042,-117.5553543,4.825987
12/4/13,19:14:06,36.673752,-117.552825,3.547751,,12/4/13,19:14:00,36.6744842,-117.554347,3.65673,,12/20/2013,19:46:11,36.6760049,-117.555354,4.856436
12/4/13,19:14:07,36.6737525,-117.5528248,3.527601,,12/4/13,19:14:01,36.6744847,-117.5543468,3.645067,,12/20/2013,19:46:12,36.6760056,-117.5553536,4.871674
12/4/13,19:14:08,36.673753,-117.5528247,3.527601,,12/4/13,19:14:02,36.6744852,-117.5543465,3.645067,,12/20/2013,19:46:13,36.6760063,-117.5553533,4.886921
12/4/13,19:14:09,36.6737535,-117.5528245,3.511896,,12/4/13,19:14:03,36.6744857,-117.5543463,3.625072,,12/20/2013,19:46:14,36.676007,-117.5553529,4.902177
12/4/13,19:14:10,36.673754,-117.5528243,3.4962,,12/4/13,19:14:04,36.6744862,-117.5543461,3.625072,,12/20/2013,19:46:15,36.6760077,-117.5553525,4.938054
12/4/13,19:14:11,36.6737544,-117.5528241,3.480512,,12/4/13,19:14:05,36.6744867,-117.5543459,3.625072,,12/20/2013,19:46:16,36.6760085,-117.5553521,4.932717
12/4/13,19:14:12,36.6737549,-117.5528239,3.464834,,12/4/13,19:14:06,36.6744872,-117.5543457,3.640897,,12/20/2013,19:46:17,36.6760092,-117.5553518,4.948
12/4/13,19:14:13,36.6737553,-117.5528237,3.460343,,12/4/13,19:14:07,36.6744878,-117.5543455,3.636772,,12/20/2013,19:46:18,36.6760099,-117.5553514,4.958019
12/4/13,19:14:14,36.6737558,-117.5528235,3.417853,,12/4/13,19:14:08,36.6744883,-117.5543453,3.620928,,12/20/2013,19:46:19,36.6760106,-117.5553511,4.96811
12/4/13,19:14:15,36.6737561,-117.5528232,3.402212,,12/4/13,19:14:09,36.6744888,-117.5543451,3.620928,,12/20/2013,19:46:20,36.6760113,-117.5553507,4.978272
12/4/13,19:14:16,36.6737565,-117.552823,3.375621,,12/4/13,19:14:10,36.6744893,-117.5543449,3.605092,,12/20/2013,19:46:21,36.6760121,-117.5553504,4.993637
12/4/13,19:14:17,36.6737568,-117.5528227,3.375621,,12/4/13,19:14:11,36.6744898,-117.5543447,3.609253,,12/20/2013,19:46:22,36.6760128,-117.55535,4.733262
12/4/13,19:14:18,36.6737573,-117.5528224,3.34445,,12/4/13,19:14:12,36.6744903,-117.5543444,3.605092,,12/20/2013,19:46:23,36.6760135,-117.5553497,4.748506
